0	1024	0	10000
453	66	0	10000
89	174	0	10000
84	162	0	10000
93	174	0	10000
85	162	0	10000
84	174	0	10000
94	162	0	10000
82	150	0	10000
81	174	0	10000
84	90	0	10000
81	162	0	10000
82	150	0	10000
85	174	0	10000
82	90	0	10000
81	162	0	10000
83	174	0	10000
82	162	0	10000
108	174	0	10000
219	150	0	10000
213	162	0	10000
209	90	0	10000
261	174	0	10000
160	150	0	10000
82	162	0	10000
162	90	0	10000
82	174	0	10000
154	162	0	10000
82	174	0	10000
157	162	0	10000
82	174	0	10000
156	162	0	10000
84	174	0	10000
157	162	0	10000
82	174	0	10000
156	162	0	10000
82	174	0	10000
156	162	0	10000
86	174	0	10000
153	162	0	10000
82	174	0	10000
155	162	0	10000
86	174	0	10000
157	162	0	10000
82	174	0	10000
155	162	0	10000
85	174	0	10000
152	162	0	10000
82	174	0	10000
158	162	0	10000
83	150	0	10000
156	174	0	10000
83	90	0	10000
153	162	0	10000
82	150	0	10000
169	174	0	10000
82	90	0	10000
152	162	0	10000
82	174	0	10000
159	162	0	10000
82	174	0	10000
164	162	0	10000
82	174	0	10000
155	162	0	10000
82	174	0	10000
153	162	0	10000
85	162	0	10000
152	174	0	10000
86	162	0	10000
155	74	0	10000
83	174	0	10000
153	162	0	10000
87	162	0	10000
152	74	0	10000
82	174	0	10000
171	162	0	10000
78	66	0	10000
161	174	0	10000
82	162	0	10000
154	1024	0	10000
65	66	0	10000
64	1024	0	10000
61	66	0	10000
60	174	0	10000
65	1024	0	10000
61	66	0	10000
61	1024	0	10000
64	66	0	10000
61	1024	0	10000
61	66	0	10000
63	162	0	10000
62	1024	0	10000
61	66	0	10000
63	1024	0	10000
63	66	0	10000
60	66	0	10000
76	174	0	10000
67	66	0	10000
62	162	0	10000
67	1024	0	10000
65	66	0	10000
65	1024	0	10000
69	66	0	10000
62	174	0	10000
64	162	0	10000
65	174	0	10000
63	162	0	10000
62	174	0	10000
65	162	0	10000
64	1024	0	10000
65	66	0	10000
66	174	0	10000
62	1024	0	10000
66	66	0	10000
66	1024	0	10000
65	66	0	10000
63	1024	0	10000
66	66	0	10000
63	162	0	10000
63	1024	0	10000
70	66	0	10000
65	1024	0	10000
66	66	0	10000
65	174	0	10000
64	66	0	10000
65	1024	0	10000
65	66	0	10000
61	1024	0	10000
61	66	0	10000
62	162	0	10000
61	174	0	10000
60	162	0	10000
63	66	0	10000
61	174	0	10000
60	66	0	10000
63	162	0	10000
61	174	0	10000
61	1024	0	10000
63	66	0	10000
82	1024	0	10000
61	66	0	10000
67	1024	0	10000
62	66	0	10000
578	1024	0	10000
74	66	0	10000
60	1024	0	10000
61	66	0	10000
63	1024	0	10000
61	66	0	10000
60	66	0	10000
85	1024	0	10000
62	66	0	10000
60	1024	0	10000
63	66	0	10000
61	162	0	10000
60	90	0	10000
63	162	0	10000
61	90	0	10000
61	162	0	10000
63	174	0	10000
60	150	0	10000
60	90	0	10000
63	150	0	10000
60	90	0	10000
81	116	0	10000
159	150	0	10000
152	142	0	10000
156	158	0	10000
155	1024	0	10000
83	434	0	10000
151	150	0	10000
159	142	0	10000
156	158	0	10000
151	1024	0	10000
69	494	0	10000
61	154	0	10000
60	826	0	10000
64	142	0	10000
74	162	0	10000
153	1024	0	10000
85	218	0	10000
153	64	0	10000
81	66	0	10000
156	1024	0	10000
67	66	0	10000
