1	0	-493180972792
2	6792	493683254
3	9992	493686022
4	13192	493689187
5	16392	493692366
6	19592	493695644
7	22792	493698680
8	25992	493701881
9	29192	493705085
10	32392	493708371
11	35592	493711486
12	38792	493714676
13	41992	493717876
14	45192	493721069
15	48392	493724278
16	51592	493727486
17	54792	493730677
18	57992	493733875
19	61192	493737074
20	64392	493740274
21	67592	493743478
22	70792	493746670
23	73992	493749873
24	77192	493753062
25	80392	493756271
26	83592	493759491
27	86792	493762672
28	89992	493765871
29	93192	493769066
30	96392	493772266
31	99592	493775476
32	102792	493778667
33	105992	493781871
34	109192	493785059
35	112392	493788273
36	115592	493791466
37	118792	493794665
38	121992	493797866
39	125192	493801084
40	128392	493804266
41	131592	493807433
42	134792	493810627
43	137992	493813824
44	141192	493817023
45	144392	493820237
46	147592	493823431
47	150792	493826631
48	153992	493829830
49	157192	493833026
50	160392	493836230
51	163592	493839426
52	166792	493842630
53	169992	493845819
54	173192	493849020
55	176392	493852233
56	179592	493855417
57	182792	493858635
58	185992	493861823
59	189192	493865021
60	192392	493868223
61	195592	493871420
62	198792	493874623
63	201992	493877827
64	205192	493881038
65	208392	493884215
66	211592	493887420
67	214792	493890623
68	217992	493899240
69	221192	493899253
70	224392	493900314
71	227592	493903412
72	230792	493906611
73	233992	493909807
74	237192	493913020
75	240392	493916215
76	243592	493919406
77	246792	493922609
78	249992	493925807
79	253192	493929008
80	256392	493932202
81	259592	493935406
82	262792	493938599
83	265992	493941808
84	269192	493945023
85	272392	493948203
86	275592	493951403
87	278792	493954601
88	281992	493957802
89	285192	493961002
90	288392	493964197
91	291592	493967402
92	294792	493970599
93	297992	493973813
94	301192	493977011
95	304392	493980199
96	307592	493983403
97	310792	493986595
98	313992	493989807
99	317192	493992995
100	320392	493996208
