0	196	0	0	1
334	15	196	0	1
101	14	211	0	1
97	1	225	0	1
100	68	226	0	1
98	277	294	0	1
100	12	571	0	1
96	89	583	0	1
100	179	672	0	1
99	33	851	0	1
96	6	884	0	1
99	170	890	0	1
97	54	1060	0	1
99	33	1114	0	1
100	78	1147	0	1
101	34	1225	0	1
99	1	1259	0	1
97	473	1260	0	1
100	241	1733	0	1
98	93	1974	0	1
101	43	2067	0	1
97	91	2110	0	1
99	87	2201	0	1
98	632	2288	0	1
95	43	2920	0	1
98	67	2963	0	1
95	88	3030	0	1
98	19	3118	0	1
95	12	3137	0	1
98	99	3149	0	1
100	8	3248	0	1
96	40	3256	0	1
98	68	3296	0	1
141	6	3364	0	1
99	12	3370	0	1
119	47	3382	0	1
101	39	3429	0	1
100	39	3468	0	1
97	150	3507	0	1
99	30	3657	0	1
96	298	3687	0	1
104	142	3985	0	1
96	5	4127	0	1
100	24	4132	0	1
100	69	4156	0	1
96	26	4225	0	1
98	130	4251	0	1
96	56	4381	0	1
100	86	4437	0	1
96	69	4523	0	1
99	193	4592	0	1
99	81	4785	0	1
97	83	4866	0	1
99	22	4949	0	1
98	31	4971	0	1
99	420	5002	0	1
103	90	5422	0	1
99	163	5512	0	1
101	7	5675	0	1
97	320	5682	0	1
102	100	6002	0	1
97	5	6102	0	1
100	116	6107	0	1
100	55	6223	0	1
98	67	6278	0	1
101	126	6345	0	1
97	39	6471	0	1
99	37	6510	0	1
97	187	6547	0	1
103	50	6734	0	1
99	14	6784	0	1
99	196	6798	0	1
112	59	6994	0	1
97	122	7053	0	1
97	128	7175	0	1
95	75	7303	0	1
98	443	7378	0	1
97	149	7821	0	1
95	98	7970	0	1
97	33	8068	0	1
94	56	8101	0	1
97	30	8157	0	1
94	55	8187	0	1
97	10	8242	0	1
97	93	8252	0	1
95	82	8345	0	1
97	79	8427	0	1
95	340	8506	0	1
97	112	8846	0	1
94	53	8958	0	1
102	60	9011	0	1
97	308	9071	0	1
95	217	9379	0	1
99	325	9596	0	1
95	24	9921	0	1
100	29	9945	0	1
95	14	9974	0	1
97	49	9988	0	1
97	1480	10037	0	2
98	114	10037	1480	1
99	74	10151	1480	1
95	357	10225	1480	1
98	79	10582	1480	1
95	130	10661	1480	1
99	393	10791	1480	1
98	24	11184	1480	1
95	28	11208	1480	1
98	113	11236	1480	1
95	241	11349	1480	1
98	31	11590	1480	1
95	18	11621	1480	1
98	125	11639	1480	1
98	226	11764	1480	1
106	31	11990	1480	1
98	17	12021	1480	1
95	175	12038	1480	1
97	69	12213	1480	1
95	220	12282	1480	1
100	59	12502	1480	1
98	74	12561	1480	1
95	20	12635	1480	1
95	45	12655	1480	1
101	54	12700	1480	1
95	56	12754	1480	1
98	125	12810	1480	1
96	44	12935	1480	1
99	4	12979	1480	1
101	5	12983	1480	1
101	3	12988	1480	1
105	17	12991	1480	1
103	51	13008	1480	1
105	173	13059	1480	1
101	211	13232	1480	1
107	263	13443	1480	1
106	26	13706	1480	1
103	19	13732	1480	1
104	66	13751	1480	1
103	151	13817	1480	1
106	190	13968	1480	1
107	24	14158	1480	1
104	172	14182	1480	1
107	36	14354	1480	1
106	24	14390	1480	1
111	39	14414	1480	1
103	20	14453	1480	1
107	245	14473	1480	1
107	115	14718	1480	1
104	22	14833	1480	1
110	41	14855	1480	1
104	112	14896	1480	1
106	99	15008	1480	1
104	93	15107	1480	1
153	187	15200	1480	1
107	204	15387	1480	1
104	40	15591	1480	1
106	48	15631	1480	1
103	137	15679	1480	1
107	76	15816	1480	1
104	379	15892	1480	1
107	6	16271	1480	1
106	52	16277	1480	1
103	21	16329	1480	1
106	26	16350	1480	1
104	10	16376	1480	1
106	268	16386	1480	1
103	56	16654	1480	1
108	204	16710	1480	1
106	15	16914	1480	1
103	1480	16929	1480	2
104	89	16929	2960	1
137	36	17018	2960	1
132	93	17054	2960	1
105	1480	17147	2960	2
109	28	17147	4440	1
109	1480	17175	4440	2
105	1480	17175	5920	2
108	9	17175	7400	1
104	1480	17184	7400	2
2358	107	17184	8880	1
178	264	17291	8880	2
121	26	17291	9144	1
108	59	17317	9144	1
106	1480	17376	9144	2
108	46	17376	10624	1
105	1480	17422	10624	2
108	11	17422	12104	1
107	1480	17433	12104	2
109	69	17433	13584	1
115	1480	17502	13584	2
104	1480	17502	15064	2
113	110	17502	16544	1
105	1480	17612	16544	2
103	90	17612	18024	1
107	1480	17702	18024	2
105	324	17702	19504	1
107	1480	18026	19504	2
104	69	18026	20984	1
107	1480	18095	20984	2
104	116	18095	22464	1
108	1480	18211	22464	2
116	1480	18211	23944	2
105	142	18211	25424	1
107	1480	18353	25424	2
105	98	18353	26904	1
115	1480	18451	26904	2
105	154	18451	28384	1
108	1480	18605	28384	2
108	201	18605	29864	1
106	1480	18806	29864	2
108	1480	18806	31344	2
106	656	18806	32824	1
108	1480	19462	32824	2
105	39	19462	34304	1
108	1480	19501	34304	2
108	162	19501	35784	1
104	1480	19663	35784	2
107	112	19663	37264	1
105	1480	19775	37264	2
108	1480	19775	38744	2
105	115	19775	40224	1
108	1480	19890	40224	2
108	20	19890	41704	1
105	1480	19910	41704	2
119	44	19910	43184	1
105	1480	19954	43184	2
110	523	19954	44664	1
108	1480	20477	44664	2
105	1480	20477	46144	2
107	94	20477	47624	1
106	1480	20571	47624	2
108	29	20571	49104	1
105	1480	20600	49104	2
108	113	20600	50584	1
141	1480	20713	50584	2
107	13	20713	52064	1
112	1368	20726	52064	2
106	19	20726	53432	1
109	224	20745	53432	2
106	319	20745	53656	1
110	1480	21064	53656	2
109	115	21064	55136	1
124	1480	21179	55136	2
109	32	21179	56616	1
106	1480	21211	56616	2
110	1480	21211	58096	2
139	28	21211	59576	1
115	1480	21239	59576	2
134	15	21239	59576	1
128	1480	21254	56616	2
153	44	21254	55136	1
139	1480	21298	53392	2
145	35	21298	51912	1
133	1480	21333	48952	2
142	1480	21333	47472	2
154	93	21333	45992	1
148	1480	21426	43032	2
200	118	21426	41552	1
138	1480	21544	38592	2
135	29	21544	37112	1
135	1480	21573	34152	2
133	119	21573	0	1
9422	1480	14639	0	2
111	1480	14639	1480	2
110	278	14639	2960	1
106	1480	14917	2960	2
117	48	14917	4440	1
111	1480	14843	4440	2
135	162	14843	2960	1
133	1480	15005	0	2
138	4	14802	1480	1
134	1480	14363	0	2
137	36	14116	1480	1
136	1480	14119	0	2
143	1480	14033	1480	2
147	39	13978	0	1
136	1480	14007	0	2
140	151	13832	0	1
145	1480	13904	0	2
143	91	13452	0	1
147	1480	13490	0	2
113	108	13490	1480	1
108	1480	13598	1480	2
112	1480	13598	2960	2
107	113	13598	4440	1
110	1480	13711	4440	2
107	17	13711	5920	1
111	1480	13728	5920	2
110	55	13728	7400	1
109	1480	13783	7400	2
111	299	13783	8880	1
108	1480	14082	8880	2
112	77	14082	10360	1
1004	1480	14159	10360	2
118	43	14159	11840	1
131	277	14142	11840	1
123	1480	14419	10360	2
140	24	14419	10360	1
124	1480	14443	8880	2
140	86	14443	8880	1
109	1480	14529	8880	2
112	1480	14529	10360	2
111	65	14529	11840	1
108	1480	14594	11840	2
111	63	14594	13320	1
108	1480	14657	13320	2
112	96	14657	14800	1
112	1480	14753	14800	2
102	13	14753	16280	1
98	1480	14766	16280	2
95	1480	14766	17760	2
102	58	14766	19240	1
96	92	14824	19240	1
98	1480	14916	19240	2
97	1480	14916	20720	2
96	1480	14916	22200	2
96	21	14916	23680	1
94	1480	14937	23680	2
100	1480	14937	25160	2
95	1480	14937	26640	2
97	52	14937	28120	1
96	1480	14989	28120	2
94	1480	14989	29600	2
105	153	14989	31080	1
95	1480	15142	31080	2
97	76	15142	32560	1
94	154	15218	32560	1
98	1168	15372	32560	2
97	1480	15372	33728	2
95	1480	15372	35208	2
98	1480	15372	36688	2
94	1480	15372	38168	2
97	1480	15372	39648	2
95	1480	15372	41128	2
98	1480	15372	42608	2
97	1480	15372	44088	2
94	1480	15372	45568	2
96	7	15372	47048	1
95	1480	15379	47048	2
97	30	15379	48528	1
94	1480	15409	48528	2
97	118	15409	50008	1
100	1480	15527	50008	2
95	56	15527	51488	1
97	1480	15583	51488	2
95	1480	15583	52968	2
99	1480	15583	54448	2
98	357	15583	55928	1
95	114	15940	55928	1
97	1480	16054	55928	2
95	21	16054	57408	1
98	1480	16075	57408	2
95	1480	16075	58888	2
98	1480	16075	60368	2
97	50	16075	61848	1
95	1480	16125	61848	2
97	1480	16125	63328	2
95	1480	16125	64808	2
98	1480	16125	66288	2
106	1480	16125	67768	2
120	1480	16125	69248	2
99	1480	16125	70728	2
95	9	16125	72208	1
97	20	16134	72208	1
122	60	16154	72208	1
107	181	16214	70728	1
109	39	16395	69248	1
112	158	16434	67768	1
106	192	16592	66288	1
106	381	16784	64808	1
116	9	17165	63328	1
109	16	17174	61848	1
108	108	17190	60368	1
106	209	17298	58888	1
123	123	17507	57408	1
169	523	17630	55928	1
113	123	18153	54448	1
122	66	18276	54448	1
100	22	18342	52968	1
105	35	18364	51488	1
97	10	18399	50008	1
103	178	18409	48528	1
107	244	18587	47048	1
104	65	18831	45568	1
107	22	18896	44088	1
105	41	18918	42608	1
112	140	18959	41128	1
105	151	19099	39648	1
110	69	19250	39648	1
104	49	19319	38480	1
105	43	19368	37000	1
104	43	19411	35520	1
103	1480	19454	34040	2
114	1480	19454	34040	2
108	1480	19454	34040	2
108	1480	19454	34040	2
107	1480	19454	34040	2
102	1480	19454	34040	2
106	1480	19454	34040	2
107	1480	19454	34040	2
123	77	19454	34040	1
129	10	19531	32560	1
109	23	19541	31080	1
130	49	19564	29600	1
105	103	19613	29600	1
100	98	19716	28120	1
104	44	19814	26640	1
103	50	19858	25160	1
99	57	19908	23680	1
103	62	19965	22200	1
108	29	20027	20720	1
101	15	20056	19240	1
107	6	20071	17760	1
103	153	20077	16280	1
107	63	20230	14800	1
116	1	20293	0	1
2240	168	18574	0	1
119	30	18349	0	1
107	242	18355	0	1
107	11	18569	0	1
104	4	18467	0	1
116	36	18230	0	1
107	245	18235	0	1
104	22	18462	0	1
137	62	18359	0	1
94	151	18421	0	1
96	78	18572	0	1
93	185	18650	0	1
96	92	18835	0	1
532	21	18927	0	1
93	74	18948	0	1
97	183	19022	0	1
92	298	19205	0	1
95	19	19503	0	1
94	35	19522	0	1
92	329	19557	0	1
95	177	19886	0	1
92	40	20063	0	1
94	18	20103	0	1
92	11	20121	0	1
95	171	20132	0	1
94	451	20303	0	1
91	17	20754	0	1
94	16	20771	0	1
92	123	20787	0	1
94	27	20910	0	1
92	2	20937	0	1
94	13	20939	0	1
94	4	20952	0	1
91	122	20956	0	1
93	16	21078	0	1
92	45	21094	0	1
93	22	21139	0	1
112	31	21161	0	1
109	46	20966	0	1
109	169	20981	0	1
106	49	21133	0	1
109	102	21007	0	1
4655	31	16946	0	1
133	51	16967	0	1
89	68	17018	0	1
91	130	17086	0	1
90	107	17216	0	1
88	432	17323	0	1
89	263	17755	0	1
87	8	18018	0	1
89	121	18026	0	1
87	123	18147	0	1
90	6	18270	0	1
90	282	18276	0	1
89	126	18558	0	1
90	34	18684	0	1
88	75	18718	0	1
92	20	18793	0	1
390	69	18813	0	1
108	150	18882	0	1
110	1	18764	0	1
104	63	18709	0	1
105	63	18568	0	1
101	60	18616	0	1
107	1480	18587	0	2
106	266	18551	1480	1
118	1480	18817	0	2
136	18	18724	1480	1
114	1480	18742	0	2
110	1480	18714	1480	2
114	1480	18714	1480	2
111	1480	18714	1480	2
108	139	18714	1480	1
104	1480	18853	0	2
110	1480	18844	1480	2
106	114	18844	1480	1
108	1480	18958	0	2
108	1480	18851	1480	2
109	37	18851	1480	1
107	1480	18888	0	2
106	76	18862	1480	1
108	1480	18938	0	2
106	1480	18879	1480	2
107	1480	18879	1480	2
104	100	18879	0	1
171	1480	18979	0	2
110	1480	18922	1480	2
126	389	18922	1480	1
108	1480	19311	0	2
134	1480	19242	1480	2
113	1480	19242	1480	2
106	181	19242	1480	1
108	1480	19423	0	2
110	39	19313	1480	1
104	1480	19352	0	2
110	1480	19262	1480	2
105	1480	19262	1480	2
108	12	19262	1480	1
104	1480	19274	0	2
110	1480	18950	1480	2
130	1480	18950	1480	2
105	1480	18950	1480	2
109	1480	18950	1480	2
107	1480	18950	1480	2
126	1480	18950	1480	2
107	1480	18950	1480	2
111	158	18950	1480	1
108	1480	19108	0	2
108	2	19039	1480	1
109	1480	19041	0	2
112	1480	18925	1480	2
167	1480	18925	1480	2
114	265	18925	1480	1
109	1480	19190	0	2
115	151	19048	1480	1
109	133	19199	0	1
110	78	19234	0	1
108	20	19158	0	1
113	1480	18977	0	2
115	1480	18321	1480	2
116	1480	18321	1480	2
113	1480	18321	1480	2
109	1480	18321	1480	2
112	1480	18321	1480	2
109	1040	18321	1480	2
113	1480	18321	1040	2
114	1480	18321	1480	2
110	1480	18321	1480	2
113	1480	18321	1480	2
112	1480	18321	1480	2
112	1480	18321	1480	2
109	1480	18321	1480	2
113	1480	18321	1480	2
112	1480	18321	1480	2
110	1480	18321	1480	2
112	1480	18321	1480	2
110	1480	18321	1480	2
113	1480	18321	1480	2
109	1480	18321	1480	2
150	1480	18321	1480	2
113	1480	18321	1480	2
109	1480	18321	1480	2
113	1480	18321	1480	2
115	1480	18321	1480	2
118	1480	18321	1480	2
113	1480	18321	1480	2
109	132	18321	1480	1
115	20	18453	0	1
109	181	18434	0	1
121	23	18453	0	1
117	34	18476	0	1
118	80	18398	0	1
113	1480	18363	0	2
111	1480	18343	1480	2
113	1480	18299	1480	2
132	1480	18299	1480	2
115	1480	18299	1480	2
117	146	18299	2960	1
108	1480	18445	1480	2
110	84	18445	1480	1
108	32	18006	1480	1
111	1480	18038	0	2
112	1480	17944	1480	2
114	191	17944	1480	1
122	1480	18135	0	2
116	1480	18106	1480	2
120	35	18106	1480	1
110	1480	18141	0	2
116	30	18028	1480	1
117	7	18058	0	1
117	55	18052	0	1
113	273	18088	0	1
281	41	18361	0	1
95	6	18402	0	1
89	222	18408	0	1
91	45	18630	0	1
88	90	18675	0	1
109	35	18765	0	1
90	24	18800	0	1
91	102	18824	0	1
91	68	18926	0	1
88	428	18994	0	1
92	8	19422	0	1
88	61	19430	0	1
92	147	19491	0	1
88	49	19638	0	1
2445	18	17339	0	1
93	90	17357	0	1
88	24	17447	0	1
90	29	17471	0	1
885	103	16769	0	1
96	310	16872	0	1
181	67	17182	0	1
90	10	17249	0	1
93	161	17259	0	1
90	212	17420	0	1
92	130	17632	0	1
89	125	17762	0	1
91	29	17887	0	1
93	35	17916	0	1
90	141	17951	0	1
94	4	18092	0	1
90	64	18096	0	1
93	54	18160	0	1
90	161	18214	0	1
92	45	18375	0	1
93	15	18420	0	1
91	60	18435	0	1
92	109	18495	0	1
89	91	18604	0	1
91	21	18695	0	1
89	37	18716	0	1
92	118	18753	0	1
94	41	18871	0	1
88	92	18912	0	1
90	57	19004	0	1
89	29	19061	0	1
91	79	19090	0	1
111	24	19169	0	1
99	25	19193	0	1
92	5	19218	0	1
89	71	19223	0	1
92	65	19294	0	1
88	249	19359	0	1
105	223	19608	0	1
92	136	19831	0	1
87	11	19967	0	1
91	61	19978	0	1
87	17	20039	0	1
89	29	20056	0	1
86	291	20085	0	1
90	14	20376	0	1
90	21	20390	0	1
87	85	20411	0	1
89	232	20496	0	1
87	17	20728	0	1
90	15	20745	0	1
87	31	20760	0	1
94	5	20791	0	1
90	148	20796	0	1
89	30	20944	0	1
90	108	20974	0	1
88	185	21082	0	1
94	314	21267	0	1
88	70	21581	0	1
91	39	21651	0	1
89	83	21690	0	1
87	29	21773	0	1
90	75	21802	0	1
88	683	21877	0	1
90	31	22560	0	1
88	170	22591	0	1
90	19	22761	0	1
93	26	22780	0	1
88	11	22806	0	1
91	146	22817	0	1
87	66	22963	0	1
3350	21	19383	0	1
100	54	19394	0	1
98	297	19270	0	1
98	23	19323	0	1
96	33	19281	0	1
96	156	19292	0	1
95	37	19407	0	1
97	239	19304	0	1
94	58	19392	0	1
97	102	19087	0	1
926	202	19086	0	1
95	159	19190	0	1
96	73	19305	0	1
96	53	19328	0	1
97	27	19324	0	1
94	206	19289	0	1
99	26	19466	0	1
96	157	19477	0	1
94	156	19628	0	1
96	245	19631	0	1
98	266	19876	0	1
98	159	20079	0	1
93	138	20237	0	1
97	95	20207	0	1
99	38	20272	0	1
92	10	20068	0	1
97	27	20067	0	1
95	84	20090	0	1
96	6	20138	0	1
100	197	19899	0	1
97	96	20074	0	1
97	187	20108	0	1
93	20	0	0	1
21980	20	20	0	1
117	134	20	0	1
119	74	134	0	1
112	56	74	0	1
115	63	56	0	1
112	57	63	0	1
108	51	57	0	1
110	2	51	0	1
108	16	2	0	1
114	277	16	0	1
174	13	277	0	1
132	42	13	0	1
136	137	42	0	1
135	95	137	0	1
127	191	95	0	1
130	71	191	0	1
126	260	71	0	1
124	82	260	0	1
119	239	82	0	1
124	88	239	0	1
118	60	88	0	1
119	1480	60	0	2
123	65	0	1480	1
121	1480	65	0	2
122	12	0	1480	1
122	1480	12	0	2
126	35	0	1480	1
128	1480	35	0	2
131	1480	0	1480	2
134	144	0	1480	1
130	1480	144	0	2
133	263	0	1480	1
121	1480	263	0	2
122	107	0	1480	1
119	1168	107	0	2
123	40	0	1168	1
121	1480	40	0	2
120	19	0	1480	1
120	1480	19	0	2
119	1480	0	1480	2
120	288	0	1480	1
119	1480	288	0	2
122	60	0	1480	1
121	1480	60	0	2
131	19	0	1480	1
123	1480	19	0	2
132	19	0	1480	1
126	1480	19	0	2
126	1480	0	1480	2
5890	65	0	0	1
100	1480	65	0	2
103	3	65	1480	1
89	1480	3	1480	2
99	83	3	1480	1
95	1480	86	0	2
93	1480	83	1480	2
94	1480	83	1480	2
88	1480	83	2960	2
131	24	83	1480	1
96	1480	107	0	2
100	1480	107	1480	2
106	1480	24	2960	2
86	1480	24	2960	2
90	111	24	2960	1
81	7	135	1480	1
90	22	142	0	1
90	112	140	0	1
90	55	252	0	1
89	38	196	0	1
84	328	227	0	1
93	13	533	0	1
88	5	434	0	1
101	23	384	0	1
91	226	369	0	1
112	98	267	0	1
106	84	352	0	1
93	1480	436	0	2
93	1480	431	1480	2
83	35	408	2960	1
88	59	443	1480	1
85	1480	502	0	2
87	176	276	1480	1
93	1480	452	0	2
93	1480	354	1480	2
98	122	354	1480	1
90	1480	476	1480	2
89	256	476	1480	1
86	1480	648	1480	2
101	1480	648	1480	2
94	1480	648	1480	2
94	1480	648	1480	2
105	1480	648	1480	2
96	1480	648	2960	2
91	1480	648	2960	2
101	1480	648	2960	2
102	1480	648	2960	2
93	1480	648	2960	2
92	1480	648	2960	2
98	1480	648	2960	2
94	1480	648	2960	2
91	1480	648	4440	2
87	1480	648	4440	2
89	1480	648	4440	2
118	1480	648	4440	2
100	1480	648	4440	2
88	1480	648	4440	2
92	1480	648	4440	2
89	1480	648	4440	2
90	1480	648	4440	2
107	1480	648	5920	2
88	1480	648	5920	2
86	1480	648	5920	2
101	1480	648	5920	2
141	1480	648	5920	2
95	1480	648	5920	2
115	1480	648	5920	2
93	1480	648	5920	2
93	1480	648	5920	2
93	1480	648	5920	2
90	1480	648	5920	2
93	1480	648	5920	2
89	1480	648	7400	2
86	1480	648	7400	2
90	1480	648	7400	2
112	1480	648	7400	2
90	1480	648	7400	2
91	1480	648	7400	2
95	1480	648	7400	2
90	194	648	7400	1
92	39	842	7400	1
82	13	881	5920	1
86	51	894	4440	1
84	45	945	2960	1
95	53	990	1480	1
91	158	1043	0	1
88	1480	1166	0	2
115	1480	1107	1480	2
89	1480	1107	1480	2
91	1480	1107	2960	2
85	152	1107	2960	1
83	24	1259	1480	1
84	76	1283	0	1
87	339	1183	0	1
92	57	1400	0	1
90	6	1457	0	1
84	377	1207	0	1
106	20	1390	0	1
94	3	1371	0	1
90	32	1361	0	1
87	5	1342	0	1
91	222	1347	0	1
87	37	1524	0	1
86	81	1508	0	1
85	55	1431	0	1
87	66	1334	0	1
93	51	1376	0	1
88	4	0	0	1
23389	24	4	0	1
108	48	28	0	1
95	55	72	0	1
104	116	103	0	1
89	275	171	0	1
97	46	391	0	1
90	17	321	0	1
92	17	63	0	1
90	79	80	0	1
90	138	113	0	1
89	66	234	0	1
88	165	283	0	1
104	19	369	0	1
92	365	250	0	1
95	1480	549	0	2
92	1480	384	1480	2
93	50	384	1480	1
93	1480	434	0	2
90	150	434	1480	1
97	1480	565	0	2
95	90	565	1480	1
86	1480	290	1480	2
87	1480	290	1480	2
92	186	240	2960	1
87	1480	426	1480	2
88	12	426	1480	1
101	1480	438	0	2
116	49	288	1480	1
92	130	337	0	1
89	53	377	0	1
96	95	430	0	1
89	197	339	0	1
88	151	524	0	1
86	1480	626	0	2
90	77	496	1480	1
88	98	520	1480	1
84	60	618	0	1
95	39	583	0	1
92	97	425	0	1
88	73	371	0	1
93	51	367	0	1
92	42	0	0	1
6765	98	42	0	1
96	25	98	0	1
102	244	123	0	1
90	75	269	0	1
89	88	319	0	1
86	12	163	0	1
87	74	100	0	1
100	34	86	0	1
87	50	108	0	1
92	76	84	0	1
91	205	126	0	1
100	139	281	0	1
99	97	344	0	1
96	226	236	0	1
96	19	323	0	1
94	31	245	0	1
102	51	50	0	1
97	41	82	0	1
94	341	92	0	1
101	114	382	0	1
95	135	455	0	1
122	16	249	0	1
94	81	151	0	1
97	142	97	0	1
97	18	223	0	1
95	137	160	0	1
100	110	155	0	1
97	32	247	0	1
94	56	142	0	1
96	95	88	0	1
94	14	151	0	1
98	345	109	0	1
95	45	359	0	1
96	131	390	0	1
99	54	176	0	1
97	105	185	0	1
103	19	290	0	1
92	364	178	0	1
90	8	488	0	1
93	184	391	0	1
108	3	556	0	1
116	83	195	0	1
104	61	270	0	1
96	105	147	0	1
94	296	249	0	1
2746	128	296	0	1
92	252	128	0	1
97	10	252	0	1
97	51	10	0	1
94	5	51	0	1
99	45	5	0	1
94	188	45	0	1
100	79	188	0	1
101	271	79	0	1
129	87	271	0	1
99	44	87	0	1
95	2	131	0	1
95	52	46	0	1
93	243	54	0	1
92	203	295	0	1
91	125	446	0	1
96	59	328	0	1
100	127	184	0	1
92	52	186	0	1
96	104	179	0	1
94	184	156	0	1
97	154	288	0	1
96	24	0	0	1
605	168	24	0	1
96	8	168	0	1
93	59	8	0	1
96	144	59	0	1
93	31	144	0	1
96	28	31	0	1
103	50	0	0	1
13686	35	50	0	1
99	37	35	0	1
97	71	37	0	1
98	459	71	0	1
95	40	530	0	1
90	150	499	0	1
88	101	190	0	1
87	19	251	0	1
83	1	120	0	1
90	143	20	0	1
218	52	144	0	1
80	73	196	0	1
78	26	269	0	1
75	11	295	0	1
78	399	306	0	1
