0 0.000000 536
4 133.333330 152
1 33.333330 136
2 66.666670 136
3 100.000000 136
8 266.666670 160
5 166.666670 136
6 200.000000 136
7 233.333330 136
12 400.000000 160
9 300.000000 136
10 333.333330 136
11 366.666670 136
16 533.333330 528
13 433.333330 136
14 466.666670 136
15 500.000000 136
20 666.666670 160
17 566.666670 136
18 600.000000 136
19 633.333330 136
24 800.000000 160
21 700.000000 136
22 733.333330 136
23 766.666670 136
28 933.333330 160
25 833.333330 136
26 866.666670 136
27 900.000000 136
32 1066.666670 528
29 966.666670 136
30 1000.000000 136
31 1033.333330 136
36 1200.000000 160
33 1100.000000 136
34 1133.333330 136
35 1166.666670 136
40 1333.333330 160
37 1233.333330 136
38 1266.666670 136
39 1300.000000 136
44 1466.666670 160
41 1366.666670 136
42 1400.000000 136
43 1433.333330 136
48 1600.000000 528
45 1500.000000 136
46 1533.333330 136
47 1566.666670 136
52 1733.333330 160
49 1633.333330 136
50 1666.666670 136
51 1700.000000 136
56 1866.666670 160
53 1766.666670 136
54 1800.000000 136
55 1833.333330 136
60 2000.000000 160
57 1900.000000 136
58 1933.333330 136
59 1966.666670 136
64 2133.333330 51024
61 2033.333330 448
62 2066.666670 1480
63 2100.000000 7888
68 2266.666670 126792
65 2166.666670 34656
66 2200.000000 34656
67 2233.333330 192
72 2400.000000 141592
69 2300.000000 41704
70 2333.333330 44288
71 2366.666670 224
76 2533.333330 133216
73 2433.333330 35208
74 2466.666670 35720
75 2500.000000 192
80 2666.666670 217848
77 2566.666670 46544
78 2600.000000 51360
79 2633.333330 47600
84 2800.000000 120248
81 2700.000000 41048
82 2733.333330 41048
83 2766.666670 50008
88 2933.333330 138176
85 2833.333330 208
86 2866.666670 57008
87 2900.000000 70192
92 3066.666670 143864
89 2966.666670 65360
90 3000.000000 70952
91 3033.333330 192
96 3200.000000 275664
93 3100.000000 59336
94 3133.333330 69752
95 3166.666670 64472
100 3333.333330 110856
97 3233.333330 68216
98 3266.666670 68216
99 3300.000000 59528
104 3466.666670 126984
101 3366.666670 50480
102 3400.000000 60456
103 3433.333330 672
108 3600.000000 121912
105 3500.000000 52792
106 3533.333330 54512
107 3566.666670 54512
112 3733.333330 280464
109 3633.333330 53240
110 3666.666670 59760
111 3700.000000 58024
116 3866.666670 102040
113 3766.666670 536
114 3800.000000 59072
115 3833.333330 55144
120 4000.000000 118976
117 3900.000000 56952
118 3933.333330 57944
119 3966.666670 57944
124 4133.333330 102936
121 4033.333330 57080
122 4066.666670 57080
123 4100.000000 55440
128 4266.666670 282208
125 4166.666670 49944
126 4200.000000 42680
127 4233.333330 744
132 4400.000000 96856
129 4300.000000 44416
130 4333.333330 48296
131 4366.666670 44416
136 4533.333330 104232
133 4433.333330 43280
134 4466.666670 43280
135 4500.000000 49872
140 4666.666670 85336
137 4566.666670 664
138 4600.000000 46640
139 4633.333330 46288
144 4800.000000 279104
141 4700.000000 50200
142 4733.333330 50048
143 4766.666670 50048
148 4933.333330 111496
145 4833.333330 47976
146 4866.666670 51296
147 4900.000000 52136
152 5066.666670 88720
149 4966.666670 720
150 5000.000000 39864
151 5033.333330 672
156 5200.000000 88608
153 5100.000000 46984
154 5133.333330 47456
155 5166.666670 51080
160 5333.333330 277000
157 5233.333330 59784
158 5266.666670 59784
159 5300.000000 51384
164 5466.666670 107496
161 5366.666670 43320
162 5400.000000 61688
163 5433.333330 520
168 5600.000000 90600
165 5500.000000 51776
166 5533.333330 53024
167 5566.666670 53024
172 5733.333330 96672
169 5633.333330 48976
170 5666.666670 55616
171 5700.000000 48496
176 5866.666670 275512
173 5766.666670 712
174 5800.000000 54576
175 5833.333330 49136
180 6000.000000 99032
177 5900.000000 47808
178 5933.333330 52136
179 5966.666670 52136
184 6133.333330 94736
181 6033.333330 49976
182 6066.666670 49976
183 6100.000000 42880
188 6266.666670 94200
185 6166.666670 49304
186 6200.000000 42064
187 6233.333330 568
192 6400.000000 278184
189 6300.000000 41152
190 6333.333330 43568
191 6366.666670 49784
196 6533.333330 93992
193 6433.333330 37824
194 6466.666670 44920
195 6500.000000 44920
200 6666.666670 86736
197 6566.666670 696
198 6600.000000 38952
199 6633.333330 39096
204 6800.000000 82864
201 6700.000000 48400
202 6733.333330 46680
203 6766.666670 46680
208 6933.333330 272376
205 6833.333330 48984
206 6866.666670 51528
207 6900.000000 38912
212 7066.666670 100056
209 6966.666670 41328
210 7000.000000 41328
211 7033.333330 640
216 7200.000000 89200
213 7100.000000 42848
214 7133.333330 45840
215 7166.666670 50336
220 7333.333330 88296
217 7233.333330 48448
218 7266.666670 48448
219 7300.000000 52008
224 7466.666670 273704
221 7366.666670 51696
222 7400.000000 52584
223 7433.333330 48360
228 7600.000000 89392
225 7500.000000 464
226 7533.333330 45904
227 7566.666670 45904
232 7733.333330 105544
229 7633.333330 49032
230 7666.666670 54992
231 7700.000000 55432
236 7866.666670 92584
233 7766.666670 600
234 7800.000000 57336
235 7833.333330 52816
240 8000.000000 279160
237 7900.000000 50608
238 7933.333330 49864
239 7966.666670 416
244 8133.333330 101000
241 8033.333330 48192
242 8066.666670 48192
243 8100.000000 43648
248 8266.666670 94936
245 8166.666670 45544
246 8200.000000 53448
247 8233.333330 408
252 8400.000000 101168
249 8300.000000 52728
250 8333.333330 67120
251 8366.666670 67192
256 8533.333330 275224
253 8433.333330 49944
254 8466.666670 53488
255 8500.000000 53488
260 8666.666670 110664
257 8566.666670 536
258 8600.000000 47200
259 8633.333330 54032
264 8800.000000 113912
261 8700.000000 51800
262 8733.333330 46048
263 8766.666670 46048
268 8933.333330 135024
265 8833.333330 45208
266 8866.666670 51440
267 8900.000000 48544
272 9066.666670 225792
269 8966.666670 39600
270 9000.000000 39600
271 9033.333330 464
276 9200.000000 145360
273 9100.000000 50360
274 9133.333330 60272
275 9166.666670 50784
