   288	    0.958972   142 
   289	    0.961660   162 
   290	    0.963492   158 
   291	    0.965804   174 
   292	    0.968516   162 
   293	    0.972824   174 
   294	    0.975376   162 
   295	    0.979404   174 
   296	    0.982236   162 
   297	    0.986200   174 
   298	    0.988400   206 
   299	    0.989092   162 
   300	    0.993400   174 
   301	    0.995460   150 
   302	    0.997592   162 
   303	    0.998480   142 
   304	    1.001616   174 
   305	    1.002996   158 
   306	    1.004452   162 
   307	    1.008472   174 
   308	    1.011308   162 
   309	    1.015284   174 
   310	    1.018168   162 
   311	    1.022128   174 
   312	    1.025028   162 
   313	    1.028988   174 
   314	    1.031884   162 
   315	    1.034796   882 
   316	    1.035928   174 
   317	    1.038744   162 
   318	    1.042740   174 
   319	    1.044404    86 
   320	    1.045600   162 
   321	    1.047940   162 
   322	    1.048088   150 
   323	    1.049552   174 
   324	    1.052460   162 
   325	    1.056384   174 
   326	    1.059320   162 
   327	    1.063292   174 
   328	    1.066176   162 
   329	    1.070420   174 
   330	    1.073036   162 
   331	    1.077016   174 
   332	    1.085092    98 
   333	    1.089864   150 
   334	    1.111104  1090 
   335	    1.113056  1090 
   336	    1.115016  1090 
   337	    1.116968  1090 
   338	    1.118920  1090 
   339	    1.120872  1090 
   340	    1.122492    66 
   341	    1.125052  1090 
   342	    1.126808  1090 
   343	    1.127520    82 
   344	    1.131204   150 
   345	    1.133872   142 
   346	    1.138456   158 
   347	    1.145548   162 
   348	    1.149500   174 
   349	    1.160064    66 
   350	    1.167580  1418 
   351	    1.186624   150 
   352	    1.190164    90 
   353	    1.193208   150 
   354	    1.196696    90 
   355	    1.206896   162 
   356	    1.210460    90 
   357	    1.214532   162 
   358	    1.218036    90 
   359	    1.270576   154 
   360	    1.273612   142 
   361	    1.279056   162 
   362	    1.291180  1242 
   363	    1.328512    66 
   364	    1.348848  1090 
   365	    1.353204    66 
   366	    1.371952  1090 
   367	    1.375712    66 
   368	    1.382796  1090 
   369	    1.387372    66 
   370	    1.401656   154 
   371	    1.404740   142 
   372	    1.409312  1090 
   373	    1.410572  1090 
   374	    1.410720   162 
   375	    1.412048  1090 
   376	    1.413164  1090 
   377	    1.414452  1090 
   378	    1.415736  1090 
   379	    1.417980    66 
   380	    1.420056  1090 
   381	    1.421168  1090 
   382	    1.424196  1242 
   383	    1.429852    66 
   384	    1.455192  1090 
   385	    1.456332  1090 
   386	    1.457808  1090 
   387	    1.458996  1090 
   388	    1.460232  1090 
   389	    1.461496  1090 
   390	    1.463700    66 
   391	    1.465712  1090 
   392	    1.466896  1090 
   393	    1.473552    66 
   394	    1.480800   162 
   395	    1.484792   174 
   396	    1.489304   162 
   397	    1.493412   174 
   398	    1.496160   162 
   399	    1.500176  1090 
   400	    1.500340   174 
   401	    1.501584  1090 
   402	    1.502784  1090 
   403	    1.503020   162 
   404	    1.504232  1090 
   405	    1.505388  1090 
   406	    1.506912  1090 
   407	    1.508224   174 
   408	    1.509096    66 
   409	    1.511972  1090 
   410	    1.512120   162 
   411	    1.513304  1090 
   412	    1.517092   174 
   413	    1.520620   162 
   414	    1.523548    66 
   415	    1.524568   174 
   416	    1.524688    66 
   417	    1.527476   162 
   418	    1.531500  1090 
   419	    1.531668   174 
   420	    1.533456  1090 
   421	    1.534336   162 
   422	    1.535416  1090 
   423	    1.537368  1090 
   424	    1.538548   174 
   425	    1.539444  1090 
   426	    1.541272  1090 
   427	    1.541420   162 
   428	    1.544108    66 
   429	    1.546048  1090 
   430	    1.546936  1090 
   431	    1.547824  1090 
   432	    1.548716  1090 
   433	    1.548884   174 
   434	    1.549772  1090 
   435	    1.551200  1090 
   436	    1.551560   162 
   437	    1.552508  1090 
   438	    1.553904  1090 
   439	    1.556244   174 
   440	    1.556320    66 
   441	    1.559268  1090 
   442	    1.560060   162 
   443	    1.561436  1090 
   444	    1.562736  1090 
   445	    1.564136  1090 
   446	    1.564300   174 
   447	    1.565296  1090 
   448	    1.566836  1090 
   449	    1.567968  1090 
   450	    1.569176  1090 
   451	    1.569324   162 
   452	    1.571356    66 
   453	    1.574152  1090 
   454	    1.574320   174 
   455	    1.575628  1090 
   456	    1.575712    66 
   457	    1.577824   162 
   458	    1.582012   174 
   459	    1.582184    66 
   460	    1.584684   162 
   461	    1.588656   174 
   462	    1.591540   162 
   463	    1.593908    66 
   464	    1.595528   174 
   465	    1.598396   162 
   466	    1.602384   174 
   467	    1.605256   162 
   468	    1.609216   174 
   469	    1.612848  1090 
   470	    1.612992   162 
   471	    1.614156  1090 
   472	    1.615452  1090 
   473	    1.616692  1090 
   474	    1.617960  1090 
   475	    1.618128   174 
   476	    1.619440  1090 
   477	    1.621492   162 
   478	    1.621668    66 
   479	    1.624856  1090 
   480	    1.626364  1090 
   481	    1.626528   174 
   482	    1.629388  1090 
   483	    1.630500  1090 
   484	    1.630644   162 
   485	    1.631700  1090 
   486	    1.632896  1090 
   487	    1.634108  1090 
   488	    1.635304  1090 
   489	    1.635588   174 
   490	    1.637504    66 
   491	    1.639444  1090 
   492	    1.639588   162 
   493	    1.640568  1090 
   494	    1.640716   162 
   495	    1.640796    66 
   496	    1.644300   174 
   497	    1.646004    90 
   498	    1.646956    66 
   499	    1.648088   162 
   500	    1.650736   162 
   501	    1.652380   174 
   502	    1.654240    90 
   503	    1.654948   162 
   504	    1.659016   174 
   505	    1.661804   162 
   506	    1.665744   174 
   507	    1.667000  1090 
   508	    1.668424  1090 
   509	    1.668664   162 
   510	    1.669636  1090 
   511	    1.671040  1090 
   512	    1.673080  1090 
   513	    1.674844  1090 
   514	    1.675012   174 
   515	    1.677820  1090 
   516	    1.677900    66 
   517	    1.679032  1090 
   518	    1.679180   162 
   519	    1.680688  1090 
   520	    1.681880  1090 
   521	    1.683208  1090 
   522	    1.684468  1090 
   523	    1.684636   174 
   524	    1.685928  1090 
   525	    1.687044  1090 
   526	    1.687128    66 
   527	    1.687680   162 
   528	    1.688220    64 
   529	    1.689424  1090 
   530	    1.691168  1090 
   531	    1.692720   174 
   532	    1.696028    66 
   533	    1.696240   162 
   534	    1.700228   174 
   535	    1.703096   162 
   536	    1.707204   174 
   537	    1.709956   162 
   538	    1.713908   174 
   539	    1.716812   162 
   540	    1.720960   174 
   541	    1.722172  1090 
   542	    1.722256    66 
   543	    1.723468  1090 
   544	    1.723672   162 
   545	    1.725264  1090 
   546	    1.726376  1090 
   547	    1.727632  1090 
   548	    1.728900  1090 
   549	    1.729068   174 
   550	    1.731084    66 
   551	    1.732172   162 
   552	    1.733060  1090 
   553	    1.734288  1090 
   554	    1.738228   174 
   555	    1.740672   162 
   556	    1.744632   174 
   557	    1.747528   162 
   558	    1.750056  1090 
   559	    1.751772   174 
   560	    1.754388   162 
   561	    1.755876    64 
   562	    1.758356   174 
   563	    1.758832   150 
   564	    1.761096   142 
   565	    1.761248   162 
   566	    1.764580   194 
   567	    1.765200   174 
   568	    1.768104   162 
   569	    1.772972  1090 
   570	    1.773132   174 
   571	    1.774200  1090 
   572	    1.775428  1090 
   573	    1.776652  1090 
   574	    1.776796   162 
   575	    1.777860  1090 
   576	    1.779084  1090 
   577	    1.780512    66 
   578	    1.780816   174 
   579	    1.783496  1090 
   580	    1.783656   162 
   581	    1.784712  1090 
   582	    1.787884   174 
   583	    1.790516   162 
   584	    1.794560   174 
   585	    1.797372   162 
   586	    1.799640    66 
   587	    1.801408   174 
   588	    1.803632  1090 
   589	    1.804868  1090 
   590	    1.805012   162 
   591	    1.808968   174 
   592	    1.811868   162 
   593	    1.815920   174 
   594	    1.818732   162 
   595	    1.822736   174 
   596	    1.824388   174 
   597	    1.825588   162 
   598	    1.826916    66 
   599	    1.829048   150 
   600	    1.829596   174 
   601	    1.831408   142 
   602	    1.831484    66 
   603	    1.832448   162 
   604	    1.836420   174 
   605	    1.838144   150 
   606	    1.839304   162 
   607	    1.840284   142 
   608	    1.843256   174 
   609	    1.843428   158 
   610	    1.844628    86 
   611	    1.845980   174 
   612	    1.846164   162 
   613	    1.848200   162 
   614	    1.849680   162 
   615	    1.850236   174 
   616	    1.852460   202 
   617	    1.853020   162 
   618	    1.856080  1090 
   619	    1.857496  1090 
   620	    1.857628   150 
   621	    1.857796   174 
   622	    1.858688  1090 
   623	    1.860116  1090 
   624	    1.861220  1090 
   625	    1.861392   142 
   626	    1.861540   162 
   627	    1.862500  1090 
   628	    1.864684    66 
   629	    1.865600   150 
   630	    1.866628  1090 
   631	    1.866796   174 
   632	    1.867792  1090 
   633	    1.867936   142 
   634	    1.870040   162 
   635	    1.872360    66 
   636	    1.875336   174 
   637	    1.876660    66 
   638	    1.878540   162 
   639	    1.882512   174 
   640	    1.885400   162 
   641	    1.889376   174 
   642	    1.893900   162 
   643	    1.897912   174 
   644	    1.900756   162 
   645	    1.901744  1090 
   646	    1.902876  1090 
   647	    1.904344  1090 
   648	    1.905456  1090 
   649	    1.905624   174 
   650	    1.906664  1090 
   651	    1.908152  1090 
   652	    1.909460  1090 
   653	    1.910640    66 
   654	    1.912696  1090 
   655	    1.913820  1090 
   656	    1.918324    66 
   657	    1.924196    66 
   658	    1.925352    66 
   659	    1.931004    64 
   660	    1.951656  1090 
   661	    1.952876  1090 
   662	    1.954352  1090 
   663	    1.955668  1090 
   664	    1.956556  1090 
   665	    1.957468  1090 
   666	    1.958356  1090 
   667	    1.959260  1090 
   668	    1.960148  1090 
   669	    1.961048  1090 
   670	    1.961968  1090 
   671	    1.962856  1090 
   672	    1.963764  1090 
   673	    1.964652  1090 
   674	    1.964732    66 
   675	    1.964872    66 
   676	    1.965828  1090 
   677	    1.966752  1090 
   678	    1.967856  1090 
   679	    1.968760  1090 
   680	    1.969648  1090 
   681	    1.970548  1090 
   682	    1.971440  1090 
   683	    1.972556  1090 
   684	    1.973728    66 
   685	    1.975680  1090 
   686	    1.976800  1090 
   687	    1.981740    66 
   688	    1.986160    66 
   689	    1.991404   150 
   690	    1.993556   142 
   691	    1.996312   162 
   692	    1.996444   150 
   693	    1.998588   142 
   694	    2.000388   174 
   695	    2.003396   158 
   696	    2.006516   210 
   697	    2.007632  1090 
   698	    2.008896  1090 
   699	    2.010256  1090 
   700	    2.011144  1090 
   701	    2.012212  1090 
   702	    2.012348   150 
   703	    2.013240  1090 
   704	    2.014172  1090 
   705	    2.014552   142 
   706	    2.016124  1090 
   707	    2.017012  1090 
   708	    2.018080  1090 
   709	    2.018212   150 
   710	    2.019612  1090 
   711	    2.020504  1090 
   712	    2.020876   142 
   713	    2.021800    66 
   714	    2.024572    66 
   715	    2.025004   158 
   716	    2.026332  1090 
   717	    2.027220  1090 
   718	    2.028108  1090 
   719	    2.029000  1090 
   720	    2.029296   334 
   721	    2.030188  1090 
   722	    2.031892  1090 
   723	    2.033000  1090 
   724	    2.034296  1090 
   725	    2.035548  1090 
   726	    2.035764   150 
   727	    2.037048  1090 
   728	    2.038652   142 
   729	    2.039252    66 
   730	    2.041272  1090 
   731	    2.042476  1090 
   732	    2.042780   158 
   733	    2.050004  1214 
   734	    2.061100    66 
   735	    2.063304   150 
   736	    2.065476   142 
   737	    2.069624   158 
   738	    2.073848   338 
   739	    2.080440   150 
   740	    2.084520   142 
   741	    2.088652   158 
   742	    2.093244   434 
   743	    2.098760   150 
   744	    2.101284    66 
   745	    2.102712    90 
   746	    2.105760   150 
   747	    2.107580   162 
   748	    2.109896    90 
   749	    2.111492   154 
   750	    2.112988    90 
   751	    2.114552   142 
   752	    2.117044   162 
   753	    2.119968   162 
   754	    2.120340    90 
   755	    2.122364   150 
   756	    2.125820   106 
   757	    2.130196   150 
   758	    2.132204  1242 
   759	    2.134716   106 
   760	    2.139052   162 
   761	    2.144052    74 
   762	    2.147092  1090 
   763	    2.148244   150 
   764	    2.151048   142 
   765	    2.151908   150 
   766	    2.154088   150 
   767	    2.155016   142 
   768	    2.157456   142 
   769	    2.158608   150 
   770	    2.162632   142 
   771	    2.166256   150 
   772	    2.166628   162 
   773	    2.168784   142 
   774	    2.172488   150 
   775	    2.175492   142 
   776	    2.178976   150 
   777	    2.181804   142 
   778	    2.185376   150 
   779	    2.189820   142 
   780	    2.194740  1518 
   781	    2.194880   150 
   782	    2.195952  1158 
   783	    2.199968   142 
   784	    2.203572   150 
   785	    2.207448   142 
   786	    2.211280   150 
   787	    2.213780   142 
   788	    2.217388   150 
   789	    2.221476   142 
   790	    2.227672    66 
   791	    2.242568   154 
   792	    2.247908  1090 
   793	    2.248040   142 
   794	    2.252688   162 
   795	    2.253824   150 
   796	    2.257240    90 
   797	    2.260356   150 
   798	    2.264808  1242 
   799	    2.264896    90 
   800	    2.267352   150 
   801	    2.269604   142 
   802	    2.276296   150 
   803	    2.277452   150 
   804	    2.279700    90 
   805	    2.281024   106 
   806	    2.282840   150 
   807	    2.285380   150 
   808	    2.286036    90 
   809	    2.290176   106 
   810	    2.290496   162 
   811	    2.293840   174 
   812	    2.294452   166 
   813	    2.297216   150 
   814	    2.299376   142 
   815	    2.299600    74 
   816	    2.303792   150 
   817	    2.306628   142 
   818	    2.309704   150 
   819	    2.312436   142 
   820	    2.312924   162 
   821	    2.316984   174 
   822	    2.317972   162 
   823	    2.321424   162 
   824	    2.325476   174 
   825	    2.328284   162 
   826	    2.332392   174 
   827	    2.333700   398 
   828	    2.335140   162 
   829	    2.339208   174 
   830	    2.342000   162 
   831	    2.346212   174 
   832	    2.348860   162 
   833	    2.352980   174 
   834	    2.355716   162 
   835	    2.359672   174 
   836	    2.360720   162 
   837	    2.362576   162 
   838	    2.364624    74 
   839	    2.366780   174 
   840	    2.368108   150 
   841	    2.369432   162 
   842	    2.370320   142 
   843	    2.373520   162 
   844	    2.373688   174 
   845	    2.376292   162 
   846	    2.378532    74 
   847	    2.380076   150 
   848	    2.380412   174 
   849	    2.382212   150 
   850	    2.383152   162 
   851	    2.383604    90 
   852	    2.386220    90 
   853	    2.386672   150 
   854	    2.389116   174 
   855	    2.389356   150 
   856	    2.390088    90 
   857	    2.392976    90 
   858	    2.393292   162 
   859	    2.397380   150 
   860	    2.397548   174 
   861	    2.400148   162 
   862	    2.400684   142 
   863	    2.403400   150 
   864	    2.403724   162 
   865	    2.404320   174 
   866	    2.407008   162 
   867	    2.407108   106 
   868	    2.407192    74 
   869	    2.410564   150 
   870	    2.411300   174 
   871	    2.411576   150 
   872	    2.413788   142 
   873	    2.415508   162 
   874	    2.416100   106 
   875	    2.417792   150 
   876	    2.420292   174 
   877	    2.420564   162 
   878	    2.422056   142 
   879	    2.424008   162 
   880	    2.425092   158 
   881	    2.425496    74 
   882	    2.428772   174 
   883	    2.429756   150 
   884	    2.431764  1090 
   885	    2.431932   174 
   886	    2.432508   162 
   887	    2.433712  1090 
   888	    2.435668  1090 
   889	    2.435816   162 
   890	    2.435944   142 
   891	    2.436636   174 
   892	    2.437616  1090 
   893	    2.439568  1090 
   894	    2.439712   162 
   895	    2.441520  1090 
   896	    2.441604    74 
   897	    2.443164    66 
   898	    2.444176   174 
   899	    2.445720  1090 
   900	    2.445856   150 
   901	    2.447484  1090 
   902	    2.448212   162 
   903	    2.448996   142 
   904	    2.452108   162 
   905	    2.452660   174 
   906	    2.456712   162 
   907	    2.457100    74 
   908	    2.460888   174 
   909	    2.461676    66 
   910	    2.461864    66 
   911	    2.463572   162 
   912	    2.467556   174 
   913	    2.470428   162 
   914	    2.474652   174 
   915	    2.477288   162 
   916	    2.480512   150 
   917	    2.481336   174 
   918	    2.484144   162 
   919	    2.484292    90 
   920	    2.487348   150 
   921	    2.488072   174 
   922	    2.490748    90 
   923	    2.491004   162 
   924	    2.495152   174 
   925	    2.497860   162 
   926	    2.501860   174 
   927	    2.503248   150 
   928	    2.504720   162 
   929	    2.508196   162 
   930	    2.511928  1090 
   931	    2.513076  1090 
   932	    2.513172   106 
   933	    2.514320  1090 
   934	    2.515536  1090 
   935	    2.515752    90 
   936	    2.516752  1090 
   937	    2.517932  1090 
   938	    2.518072   150 
   939	    2.518484   174 
   940	    2.519040    66 
   941	    2.519816   162 
   942	    2.522152  1090 
   943	    2.522296   162 
   944	    2.523304  1090 
   945	    2.523400   106 
   946	    2.525004    90 
   947	    2.526420   174 
   948	    2.527640   166 
   949	    2.529156   162 
   950	    2.532860    74 
   951	    2.533432   174 
   952	    2.536016   162 
   953	    2.537128   150 
   954	    2.539948   174 
   955	    2.540108   142 
   956	    2.542872   162 
   957	    2.547028   174 
   958	    2.549732   162 
   959	    2.553648   174 
   960	    2.556592   162 
   961	    2.557376   150 
   962	    2.560576   174 
   963	    2.560820    90 
   964	    2.563880   150 
   965	    2.565088   162 
   966	    2.567436    90 
   967	    2.569008   174 
   968	    2.571948   162 
   969	    2.576032   174 
   970	    2.580200   150 
   971	    2.580448   162 
   972	    2.583784   106 
   973	    2.584396   174 
   974	    2.588152   150 
   975	    2.588948   162 
   976	    2.593120   150 
   977	    2.593220   106 
   978	    2.593388   174 
   979	    2.596344    90 
   980	    2.597448   162 
   981	    2.597608   162 
   982	    2.599452   150 
   983	    2.602216   174 
   984	    2.602548    74 
   985	    2.604196    90 
   986	    2.605948   162 
   987	    2.606824   150 
   988	    2.608624   150 
   989	    2.609704   142 
   990	    2.609992   174 
   991	    2.611080   142 
   992	    2.611992   154 
   993	    2.612804   162 
   994	    2.614544   158 
   995	    2.614780   142 
   996	    2.615124   162 
   997	    2.616984   174 
   998	    2.619664   162 
   999	    2.620564   890 
  1000	    2.620716   162 
  1001	    2.623740   174 
  1002	    2.625988    74 
  1003	    2.626524   162 
  1004	    2.630620   174 
  1005	    2.631072   154 
  1006	    2.632576   150 
  1007	    2.633380   162 
  1008	    2.633660   142 
  1009	    2.636352   142 
  1010	    2.639112   174 
  1011	    2.639888   954 
  1012	    2.640056   158 
  1013	    2.640200   154 
  1014	    2.641880   162 
  1015	    2.642712   142 
  1016	    2.647896   162 
  1017	    2.651668    74 
  1018	    2.654884  1458 
  1019	    2.656248   174 
  1020	    2.656416   154 
  1021	    2.658912   142 
  1022	    2.660228   162 
  1023	    2.663384   162 
  1024	    2.664252   174 
  1025	    2.667088   162 
  1026	    2.669904    74 
  1027	    2.671176   174 
  1028	    2.671676   150 
  1029	    2.673944   162 
  1030	    2.674828   142 
  1031	    2.678280   174 
  1032	    2.678424   158 
  1033	    2.681192   150 
  1034	    2.682444   162 
  1035	    2.685016    90 
  1036	    2.688088   150 
  1037	    2.691348    90 
  1038	    2.698212  1518 
  1039	    2.698892   826 
  1040	    2.700324   174 
  1041	    2.704076   162 
  1042	    2.704340   150 
  1043	    2.707876   106 
  1044	    2.708072   174 
  1045	    2.710936   162 
  1046	    2.712280   150 
  1047	    2.714972   174 
  1048	    2.716796   106 
  1049	    2.717792   162 
  1050	    2.721220   162 
  1051	    2.721776   174 
  1052	    2.724652   162 
  1053	    2.726304    74 
  1054	    2.728596   174 
  1055	    2.730324   150 
  1056	    2.730588   150 
  1057	    2.731508   162 
  1058	    2.733468   142 
  1059	    2.734548    64 
  1060	    2.735880   142 
  1061	    2.738608   174 
  1062	    2.738744   150 
  1063	    2.738928   162 
  1064	    2.741652   162 
  1065	    2.741788   142 
  1066	    2.745280   158 
  1067	    2.745540   174 
  1068	    2.748508   162 
  1069	    2.753492   154 
  1070	    2.756060   142 
  1071	    2.761028   154 
  1072	    2.763716   142 
  1073	    2.768408  1518 
  1074	    2.768548   154 
  1075	    2.769996  1518 
  1076	    2.771252  1502 
  1077	    2.771380   142 
  1078	    2.775072  1518 
  1079	    2.776552  1518 
  1080	    2.776704   162 
  1081	    2.777752  1278 
  1082	    2.777912   174 
  1083	    2.780660    74 
  1084	    2.781628   162 
  1085	    2.785628   174 
  1086	    2.824984   150 
  1087	    2.828064   142 
  1088	    2.830372  1090 
  1089	    2.831268   150 
  1090	    2.832320  1090 
  1091	    2.834288  1090 
  1092	    2.836244  1090 
  1093	    2.838188  1090 
  1094	    2.840140  1090 
  1095	    2.841720    66 
  1096	    2.844316  1090 
  1097	    2.846072  1090 
  1098	    2.846404   150 
  1099	    2.850496   166 
  1100	    2.852732    90 
  1101	    2.855788   150 
  1102	    2.859144    90 
  1103	    2.862256    66 
  1104	    2.863992   162 
  1105	    2.867316   106 
  1106	    2.870464   174 
  1107	    2.871256   150 
  1108	    2.871556   150 
  1109	    2.874968   106 
  1110	    2.875288   142 
  1111	    2.878308   150 
  1112	    2.879612   150 
  1113	    2.882888   174 
  1114	    2.883308   142 
  1115	    2.886292   158 
  1116	    2.886980   106 
  1117	    2.887872   166 
  1118	    2.891236   162 
  1119	    2.894208   174 
  1120	    2.898316   150 
  1121	    2.898468    74 
  1122	    2.902516   142 
  1123	    2.902748   150 
  1124	    2.905500   142 
  1125	    2.906180   158 
  1126	    2.909040   162 
  1127	    2.910384   186 
  1128	    2.911888   162 
  1129	    2.913276    90 
  1130	    2.917332   162 
  1131	    2.920124   154 
  1132	    2.922752   142 
  1133	    2.922840    90 
